step,risk_score,stability_score,alert,status,phase_reset,factors,ready,hard_failure,loss_z,loss_diff_z,grad_z,lr_jump,update_z,grad_volatility,update_available,step_gap,score_multi_signal,score_loss_z,score_grad_z,score_ewma_loss,score_cusum_loss
35,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
36,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
37,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
38,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
39,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
40,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
41,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
42,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
43,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
44,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
45,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
46,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
47,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
48,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
49,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
50,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
51,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
52,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
53,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
54,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
55,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
56,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
57,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
58,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
59,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
60,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
61,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
62,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
63,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
64,0.09537843643124153,90.46215635687585,False,NORMAL,False,[],True,False,-0.731554134721565,0.8019086763097206,-2.0107983363379476,0.0,-2.7614881222130148,0.0,True,1,0.09537843643124153,0.09537843643124153,0.0,0.0,0.0
65,0.08400488443837764,91.59951155616224,False,NORMAL,False,[],True,False,-0.7279443368100218,0.7019539734282505,-1.8022529679958554,0.0,-2.602039082828922,0.0,True,1,0.08400488443837764,0.08400488443837764,0.0,0.0,0.0
66,0.08533697334642057,91.46630266535794,False,NORMAL,False,[],True,False,-0.7288567244100701,0.7135964673482759,-1.716009139995938,0.0,-2.4633971627933726,0.0,True,1,0.08533697334642057,0.08533697334642057,0.0,0.0,0.0
67,0.08098140779795705,91.9018592202043,False,NORMAL,False,[],True,False,-0.733857364924786,0.6755914074057071,-1.6330979362275795,0.0,-2.355955358692282,0.0,True,1,0.08098140779795705,0.08098140779795705,0.0,0.0,0.0
68,0.08564999994273882,91.43500000572612,False,NORMAL,False,[],True,False,-0.7282286277179144,0.7163347887909607,-1.488763472447634,0.0,-2.1997305534397436,0.0,True,1,0.08564999994273882,0.08564999994273882,0.0,0.0,0.0
69,0.0912135964927562,90.87864035072438,False,NORMAL,False,[],True,False,-0.730006338250376,0.765161536453562,-1.3914094931520198,0.0,-2.082434167147371,0.0,True,1,0.0912135964927562,0.0912135964927562,0.0,0.0,0.0
70,0.08417797577264788,91.58220242273522,False,NORMAL,False,[],True,False,-0.7359214646100855,0.7034658390486832,-1.382843925488344,0.0,-2.004116613608376,0.0,True,1,0.08417797577264788,0.08417797577264786,0.0,0.0,0.0
71,0.0892814732532996,91.07185267467004,False,NORMAL,False,[],True,False,-0.7305444024536324,0.7481712096140808,-1.337554267260407,0.0,-1.9107905741087639,0.0,True,1,0.0892814732532996,0.0892814732532996,0.0,0.0,0.0
72,0.0915954042943502,90.84045957056497,False,NORMAL,False,[],True,False,-0.725631844751623,0.7685232771390729,-1.312239105889783,0.0,-1.837973184752318,0.0,True,1,0.0915954042943502,0.09159540429435022,0.0,0.0,0.0
73,0.08290315873491606,91.70968412650839,False,NORMAL,False,[],True,False,-0.7265966643211387,0.6923376455008641,-1.286233996168108,0.0,-1.7724201891136113,0.0,True,1,0.08290315873491606,0.08290315873491606,0.0,0.0,0.0
74,0.07595436953846683,92.40456304615333,False,NORMAL,False,[],True,False,-0.7260398929684884,0.6319505995472452,-1.202957598151298,0.0,-1.7235078329535711,0.0,True,1,0.07595436953846683,0.07595436953846683,0.0,0.0,0.0
75,0.0822676077781059,91.7732392221894,False,NORMAL,False,[],True,False,-0.7340426317096734,0.686795540802476,-1.191848671755918,0.0,-1.666325371458032,0.0,True,1,0.0822676077781059,0.08226760777810592,0.0,0.0,0.0
76,0.07211762002054346,92.78823799794566,False,NORMAL,False,[],True,False,-0.7329873661896742,0.598802399525164,-1.1822445628431335,0.0,-1.6312027587963323,0.0,True,1,0.07211762002054346,0.07211762002054346,0.0,0.0,0.0
77,0.09473515278089617,90.52648472191038,False,NORMAL,False,[],True,False,-0.7285580546447612,0.7962218338771837,-1.1029109323338775,0.0,-1.5782791841890698,0.0,True,1,0.09473515278089617,0.09473515278089617,0.0,0.0,0.0
78,0.0709615803593577,92.90384196406423,False,NORMAL,False,[],True,False,-0.7253181294816785,0.5888414809052723,-1.0997690555222503,0.0,-1.5435952097797834,0.0,True,1,0.0709615803593577,0.0709615803593577,0.0,0.0,0.0
79,0.07965194557973376,92.03480544202662,False,NORMAL,False,[],True,False,-0.7380915704491847,0.6640268836959844,-1.0484164644457206,0.0,-1.502614079619438,0.0,True,1,0.07965194557973376,0.07965194557973376,0.0,0.0,0.0
80,0.07407378938479836,92.59262106152016,False,NORMAL,False,[],True,False,-0.7408182784449678,0.6156858693740626,-1.0286530096460877,0.0,-1.46029631630862,0.0,True,1,0.07407378938479836,0.07407378938479836,0.0,0.0,0.0
81,0.09787229085073848,90.21277091492615,False,NORMAL,False,[],True,False,-0.7464724650850401,0.8239934761516574,-0.9943412488630148,0.0,-1.40874100775557,0.0,True,1,0.09787229085073848,0.09787229085073848,0.0,0.0,0.0
82,0.0821633572969508,91.78366427030493,False,NORMAL,False,[],True,False,-0.7299702454699275,0.6858868265735157,-0.9921099151814735,0.0,-1.3738541795302297,0.0,True,1,0.0821633572969508,0.0821633572969508,0.0,0.0,0.0
83,0.0651665179511405,93.48334820488596,False,NORMAL,False,[],True,False,-0.7483247680204759,0.5390948769557775,-1.0279601230214241,0.0,-1.3485894627807335,0.0,True,1,0.0651665179511405,0.0651665179511405,0.0,0.0,0.0
84,0.09774840379433601,90.2251596205664,False,NORMAL,False,[],True,False,-0.7347376136077012,0.8228949305744212,-0.9619263717732865,0.0,-1.3079653263700466,0.0,True,1,0.09774840379433601,0.09774840379433601,0.0,0.0,0.0
85,0.06040151164566071,93.95984883543393,False,NORMAL,False,[],True,False,-0.7630098187916918,0.4984210801356689,-1.0006455979160358,0.0,-1.293315951213921,0.0,True,1,0.06040151164566071,0.06040151164566072,0.0,0.0,0.0
86,0.09950620493588318,90.04937950641168,False,NORMAL,False,[],True,False,-0.7559736042551988,0.8384960394799128,-0.9634179818863582,0.0,-1.2614293539162447,0.0,True,1,0.09950620493588318,0.09950620493588318,0.0,0.0,0.0
87,0.07008327229815119,92.99167277018489,False,NORMAL,False,[],True,False,-0.7671393903422191,0.5812818955946312,-1.0107581805476435,0.0,-1.2310249617332787,0.0,True,1,0.07008327229815119,0.07008327229815119,0.0,0.0,0.0
88,0.07318927837546436,92.68107216245356,False,NORMAL,False,[],True,False,-0.7642506422190859,0.6080473444554627,-0.9934471085497972,0.0,-1.2185851659229532,0.0,True,1,0.07318927837546436,0.07318927837546436,0.0,0.0,0.0
89,0.09406368283437477,90.59363171656251,False,NORMAL,False,[],True,False,-0.7691160043411617,0.7902901241103142,-0.9849638614044918,0.0,-1.2028811463913396,0.0,True,1,0.09406368283437477,0.09406368283437477,0.0,0.0,0.0
90,0.0809321003103577,91.90678996896423,False,NORMAL,False,[],True,False,-0.7776869847976366,0.6751622002899055,-1.0287281051594739,0.0,-1.185803532432414,0.0,True,1,0.0809321003103577,0.0809321003103577,0.0,0.0,0.0
91,0.07506484293823544,92.49351570617645,False,NORMAL,False,[],True,False,-0.7783994864352195,0.6242531552050635,-1.010560570531567,0.0,-1.1671080843157478,0.0,True,1,0.07506484293823544,0.07506484293823544,0.0,0.0,0.0
92,0.11225553046428234,88.77444695357177,False,NORMAL,False,[],True,False,-0.7644674880239893,0.9525706954602797,-0.9976959633176539,0.0,-1.139444781715946,0.0,True,1,0.11225553046428234,0.11225553046428234,0.0,0.0,0.0
93,0.04728445382717561,95.27155461728243,False,NORMAL,False,[],True,False,-0.7907104763511702,0.3875112191008809,-1.0040013553225178,0.0,-1.1327312596138133,0.0,True,1,0.04728445382717561,0.04728445382717561,0.0,0.0,0.0
94,0.07877522811075623,92.12247718892438,False,NORMAL,False,[],True,False,-0.7832837138327573,0.656409764045336,-1.0196899222598448,0.0,-1.1166670061277213,0.0,True,1,0.07877522811075623,0.07877522811075623,0.0,0.0,0.0
95,0.06889665968097457,93.11033403190254,False,NORMAL,False,[],True,False,-0.7841655912973192,0.5710800687718175,-1.0133719774842331,0.0,-1.1172151491088773,0.0,True,1,0.06889665968097457,0.06889665968097457,0.0,0.0,0.0
96,0.055913892827735796,94.40861071722641,False,NORMAL,False,[],True,False,-0.7957575903740447,0.460303214173087,-1.0106346556047512,0.0,-1.1166711960243487,0.0,True,1,0.055913892827735796,0.055913892827735796,0.0,0.0,0.0
97,0.09990256336925864,90.00974366307413,False,NORMAL,False,[],True,False,-0.777233487832637,0.8420180687583012,-1.0198857707418543,0.0,-1.112088781412374,0.0,True,1,0.09990256336925864,0.09990256336925864,0.0,0.0,0.0
98,0.059254844607894194,94.07451553921058,False,NORMAL,False,[],True,False,-0.7915895203058847,0.4886639940096721,-1.019861318512782,0.0,-1.1005382199083633,0.0,True,1,0.059254844607894194,0.05925484460789419,0.0,0.0,0.0
99,0.06499650415896231,93.50034958410377,False,NORMAL,False,[],True,False,-0.7926371500507026,0.5376400866641569,-1.0380875403826895,0.0,-1.0906912179761687,0.0,True,1,0.06499650415896231,0.06499650415896231,0.0,0.0,0.0
100,0.09479574481441161,90.52042551855884,False,NORMAL,False,[],True,False,-0.7933707886083489,0.7967573152810482,-0.938094677051655,0.0,-1.0642838787417732,0.0,True,1,0.09479574481441161,0.09479574481441161,0.0,0.0,0.0
101,0.06671918465753074,93.32808153424692,False,NORMAL,False,[],True,False,-0.8008157439694641,0.5523931387684187,-0.9458218550264998,0.0,-1.0622331374559275,0.0,True,1,0.06671918465753074,0.06671918465753074,0.0,0.0,0.0
102,0.06463421502729375,93.53657849727063,False,NORMAL,False,[],True,False,-0.8024048935298581,0.5345408985847471,-1.0065395285789553,0.0,-1.05196556293326,0.0,True,1,0.06463421502729375,0.06463421502729375,0.0,0.0,0.0
103,0.0652692776822153,93.47307223177847,False,NORMAL,False,[],True,False,-0.8100753486242221,0.5399743095502891,-0.9664169102765283,0.0,-1.036509860685348,0.0,True,1,0.0652692776822153,0.0652692776822153,0.0,0.0,0.0
104,0.07929925858080317,92.07007414191968,False,NORMAL,False,[],True,False,-0.8333756608758226,0.6609617872875286,-1.023993374132503,0.0,-1.0308924695176975,0.0,True,1,0.07929925858080317,0.07929925858080317,0.0,0.0,0.0
105,0.10005855989745646,89.99414401025435,False,NORMAL,False,[],True,False,-0.8336371983068825,0.8434046746198054,-1.021799972296696,0.0,-1.0198406422206765,0.0,True,1,0.10005855989745646,0.10005855989745646,0.0,0.0,0.0
106,0.09292036955911329,90.70796304408867,False,NORMAL,False,[],True,False,-0.8105778681985633,0.7802002984509097,-1.0208966223219273,0.0,-1.0259535863956075,0.0,True,1,0.09292036955911329,0.09292036955911329,0.0,0.0,0.0
107,0.0429745918756741,95.70254081243259,False,NORMAL,False,[],True,False,-0.8480315125882677,0.35140270493948517,-1.102799385310584,0.0,-1.0159226157553454,0.0,True,1,0.0429745918756741,0.0429745918756741,0.0,0.0,0.0
108,0.10922303592751444,89.07769640724855,False,NORMAL,False,[],True,False,-0.839708602893682,0.9252896300250919,-1.0185853868701435,0.0,-0.9964043139855124,0.0,True,1,0.10922303592751444,0.10922303592751444,0.0,0.0,0.0
109,0.04437503568899494,95.56249643110051,False,NORMAL,False,[],True,False,-0.8469807397718095,0.3631179171603606,-1.0715553279361807,0.0,-0.9883128940961704,0.0,True,1,0.04437503568899494,0.04437503568899494,0.0,0.0,0.0
110,0.08267215410740832,91.73278458925917,False,NORMAL,False,[],True,False,-0.8651315144197443,0.6903228045070984,-1.0290632430706284,0.0,-0.9786337248492903,0.0,True,1,0.08267215410740832,0.08267215410740832,0.0,0.0,0.0
111,0.09816993075908952,90.18300692409105,False,NORMAL,False,[],True,False,-0.8615052127050403,0.8266333597641663,-0.9855660921286951,0.0,-0.9788913748632738,0.0,True,1,0.09816993075908952,0.09816993075908952,0.0,0.0,0.0
112,0.0013300996035271093,99.86699003964729,False,NORMAL,False,[],True,False,-0.8836978485403221,0.010647879769412926,-1.1026254491819227,0.0,-0.9808559354752888,0.0,True,1,0.0013300996035271093,0.0013300996035271093,0.0,0.0,0.0
113,0.08823846553993417,91.17615344600658,False,NORMAL,False,[],True,False,-0.9034003823173243,0.7390143877694872,-1.1108850586394121,0.0,-1.0000828192473754,0.0,True,1,0.08823846553993417,0.08823846553993417,0.0,0.0,0.0
114,0.07337311565608706,92.6626884343913,False,NORMAL,False,[],True,False,-0.9005437763904236,0.6096343396098381,-1.0785936020641342,0.0,-1.018542798060479,0.0,True,1,0.07337311565608706,0.07337311565608706,0.0,0.0,0.0
115,0.09376646113623331,90.62335388637666,False,NORMAL,False,[],True,False,-0.8619582575872188,0.7876658959249245,-1.1022533038846252,0.0,-1.0103261142602444,0.0,True,1,0.09376646113623331,0.09376646113623331,0.0,0.0,0.0
116,0.0834180310648742,91.65819689351258,False,NORMAL,False,[],True,False,-0.8578743633269287,0.6968302302708911,-1.0327748465573992,0.0,-1.0253867454453371,0.0,True,1,0.0834180310648742,0.0834180310648742,0.0,0.0,0.0
117,6.68759830129507e-05,99.9933124016987,False,NORMAL,False,[],True,False,-0.9098951322916411,0.0005350257544896506,-1.117538160141731,0.0,-1.0339404298841561,0.0,True,1,6.68759830129507e-05,6.68759830129507e-05,0.0,0.0,0.0
118,0.09230987392021427,90.76901260797857,False,NORMAL,False,[],True,False,-0.881620197204553,0.774817835713828,-1.0606508423357333,0.0,-1.0363672303418605,0.0,True,1,0.09230987392021427,0.09230987392021427,0.0,0.0,0.0
119,0.05174643567695281,94.82535643230472,False,NORMAL,False,[],True,False,-0.8924107911104442,0.4250667166160905,-1.088190242352514,0.0,-1.0413145045197596,0.0,True,1,0.05174643567695281,0.0517464356769528,0.0,0.0,0.0
120,0.0450003026276742,95.49996973723258,False,NORMAL,False,[],True,False,-0.8847534933063333,0.36835404311259184,-1.1148218150456164,0.0,-1.014463978045868,0.0,True,1,0.0450003026276742,0.0450003026276742,0.0,0.0,0.0
121,0.1195681084191154,88.04318915808847,False,NORMAL,False,[],True,False,-0.8736708810876455,1.0187416481481506,-1.069456229916061,0.0,-1.0180308362432833,0.0,True,1,0.1195681084191154,0.1195681084191154,0.0,0.0,0.0
122,0.00495234072761379,99.50476592723862,False,NORMAL,False,[],True,False,-0.9258271089301414,0.03971715363549006,-1.0564575557060216,0.0,-1.0454527279375985,0.0,True,1,0.00495234072761379,0.00495234072761379,0.0,0.0,0.0
123,0.14636224004366796,85.3637759956332,False,NORMAL,False,[],True,False,-0.8708155342336215,1.2659867507835554,-1.0389096822119737,0.0,-1.031865822697669,0.0,True,1,0.14636224004366796,0.14636224004366796,0.0,0.0,0.0
124,-0.0,100.0,False,NORMAL,False,[],True,False,-0.9172408292809904,-0.03427762425447939,-1.1360787748954868,0.0,-1.0475742725119428,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
125,0.06782710346700238,93.21728965329976,False,NORMAL,False,[],True,False,-0.8963057120353028,0.5618957616011198,-1.1825196162224583,0.0,-1.054660551632994,0.0,True,1,0.06782710346700238,0.06782710346700238,0.0,0.0,0.0
126,0.10648676655726255,89.35132334427375,False,NORMAL,False,[],True,False,-0.895239077605792,0.900753069601899,-1.1163360645047626,0.0,-1.0191691785971704,0.0,True,1,0.10648676655726255,0.10648676655726254,0.0,0.0,0.0
127,0.054571564335993854,94.54284356640062,False,NORMAL,False,[],True,False,-0.9291026904798182,0.4489366652558771,-1.074161548174306,0.0,-0.998255854293895,0.0,True,1,0.054571564335993854,0.054571564335993854,0.0,0.0,0.0
128,0.006906617815764861,99.30933821842352,False,NORMAL,False,[],True,False,-0.9451811693704891,0.055444631127874656,-1.1330887944057848,0.0,-1.0131285797606038,0.0,True,1,0.006906617815764861,0.006906617815764861,0.0,0.0,0.0
129,0.07453871961466753,92.54612803853325,False,NORMAL,False,[],True,False,-0.9755524336025804,0.6197038741788058,-1.0622174762744645,0.0,-1.0040037902097172,0.0,True,1,0.07453871961466753,0.07453871961466753,0.0,0.0,0.0
130,0.08087369060810592,91.91263093918941,False,NORMAL,False,[],True,False,-0.9716051435861788,0.6746537908782525,-1.1882749235134824,0.0,-1.037662053187011,0.0,True,1,0.08087369060810592,0.08087369060810592,0.0,0.0,0.0
131,0.0786039094661272,92.13960905338729,False,NORMAL,False,[],True,False,-0.958467039641786,0.6549221556187397,-1.109894235574086,0.0,-1.015008104255966,0.0,True,1,0.0786039094661272,0.0786039094661272,0.0,0.0,0.0
132,0.10056648854062825,89.94335114593717,False,NORMAL,False,[],True,False,-0.947564415916532,0.8479211643595063,-1.1142780808910704,0.0,-1.0293955728523057,0.0,True,1,0.10056648854062825,0.10056648854062825,0.0,0.0,0.0
133,0.019840560017976384,98.01594399820236,False,NORMAL,False,[],True,False,-0.9865261794025623,0.1603202135321784,-1.1428524274273226,0.0,-1.032145902638884,0.0,True,1,0.019840560017976384,0.019840560017976384,0.0,0.0,0.0
134,0.060297243963626526,93.97027560363735,False,NORMAL,False,[],True,False,-0.9864217104319842,0.49753336566241013,-1.1912356644937216,0.0,-1.0709430778041706,0.0,True,1,0.060297243963626526,0.060297243963626526,0.0,0.0,0.0
135,0.10295916193149356,89.70408380685065,False,NORMAL,False,[],True,False,-0.9581716729253928,0.8692311245603344,-1.1415316511479767,0.0,-1.0926169633229046,0.0,True,1,0.10295916193149356,0.10295916193149354,0.0,0.0,0.0
136,0.05891335526074283,94.10866447392571,False,NORMAL,False,[],True,False,-0.9406314474088233,0.48576053068525854,-1.0672387127420062,0.0,-1.0760845612453,0.0,True,1,0.05891335526074283,0.05891335526074283,0.0,0.0,0.0
137,-0.0,100.0,False,NORMAL,False,[],True,False,-0.943591792363218,-0.11839497450795201,-1.188264239726241,0.0,-1.0960836678710588,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
138,-0.0,100.0,False,NORMAL,False,[],True,False,-1.0063477632861757,-0.2054456069230957,-1.2375989981795419,0.0,-1.1014045335642075,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
139,0.09810591742025836,90.18940825797416,False,NORMAL,False,[],True,False,-0.975037398969436,0.8260655271381548,-1.1551638320055648,0.0,-1.0948022432361257,0.0,True,1,0.09810591742025836,0.09810591742025836,0.0,0.0,0.0
140,0.08215911351720645,91.78408864827936,False,NORMAL,False,[],True,False,-0.9498464583120546,0.6858498372467793,-1.10333532607975,0.0,-1.0765156974503172,0.0,True,1,0.08215911351720645,0.08215911351720645,0.0,0.0,0.0
141,-0.0,100.0,False,NORMAL,False,[],True,False,-0.968962488129808,-0.20020012046190802,-1.1138281170451039,0.0,-1.1231556013466382,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
