step,risk_score,stability_score,alert,status,phase_reset,factors,ready,hard_failure,loss_z,loss_diff_z,grad_z,lr_jump,update_z,grad_volatility,update_available,step_gap,score_multi_signal,score_loss_z,score_grad_z,score_ewma_loss,score_cusum_loss
35,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
36,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
37,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
38,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
39,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
40,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
41,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
42,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
43,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
44,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
45,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
46,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
47,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
48,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
49,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
50,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
51,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
52,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
53,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
54,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
55,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
56,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
57,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
58,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
59,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
60,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
61,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
62,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
63,0.0,100.0,False,WARMUP,False,[],False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.0,0.0,0.0,0.0,0.0
64,0.04741602456304897,95.25839754369511,False,NORMAL,False,[],True,False,-1.2263071432249777,0.12124587566164939,0.29146207607415886,0.0,0.27112747831918865,0.0,True,1,0.04741602456304897,0.015041464325182465,0.04741602456304897,0.0,0.0
65,0.006882937953937928,99.31170620460621,False,NORMAL,False,[],True,False,-1.1870730342947702,0.05525387702608777,-1.7088588549439672,0.0,-2.5109463769265976,0.0,True,1,0.006882937953937928,0.006882937953937928,0.0,0.0,0.0
66,-0.0,100.0,False,NORMAL,False,[],True,False,-1.4916620498107738,-1.218517598791888,-0.7022166076715636,0.0,-1.4789877304185166,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
67,-0.0,100.0,False,NORMAL,False,[],True,False,-1.463189038865886,-0.11575260692607581,-0.9216470117074781,0.0,-1.7570610983120405,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
68,0.15939195727537478,84.06080427246252,False,NORMAL,False,[],True,False,-1.105388753768211,1.3890383089511147,-1.6097448323598145,0.0,-2.6561955307851504,0.04139196345193574,True,1,0.15939195727537478,0.15939195727537478,0.0,0.0,0.0
69,0.10748670066059281,89.25132993394071,False,NORMAL,False,[],True,False,-1.3128142822107918,-1.073321442239775,0.6693074448207,0.0,0.6822831853124441,0.01830835793858654,True,1,0.10748670066059281,0.0,0.10555444188002959,0.0,0.0
70,0.2889185952219043,71.10814047780958,False,NORMAL,False,['measured_update_ratio_rise'],True,False,-1.5450934022002358,-1.1106826373481238,1.4678213632407775,0.0,2.0458101742438566,0.15455460770161156,True,1,0.2889185952219043,0.0,0.21701120534052762,0.0,0.0
71,0.20846753348700228,79.15324665129977,False,NORMAL,False,[],True,False,-1.5185616881722352,0.1454290654944194,1.4027062892072715,0.0,1.3777877160367829,0.2534939747780389,True,1,0.20846753348700228,0.018014398527507008,0.20846753348700228,0.0,0.0
72,0.07724215741102262,92.27578425889774,False,NORMAL,False,[],True,False,-1.4458869532540204,0.21608281978990698,0.44881688644625717,0.0,-0.6341001633815442,0.24116531387991857,True,1,0.07724215741102262,0.02664883512019485,0.0720735579850819,0.0,0.0
73,0.16633881948207774,83.36611805179223,False,NORMAL,False,[],True,False,-1.0981633171768366,1.4554257403238056,1.0053719299322477,0.0,0.9228417865526605,0.1374902391943591,True,1,0.16633881948207774,0.16633881948207774,0.15427580935954657,0.0,0.0
74,0.024184503161333692,97.58154968386663,False,NORMAL,False,[],True,False,-1.188607147746463,-0.3589577087532092,0.08975771154777785,0.0,0.005649267936093181,0.07344525169109506,True,1,0.024184503161333692,0.0,0.014848279385884115,0.0,0.0
75,0.13660537969115963,86.33946203088404,False,NORMAL,False,[],True,False,-1.1106546352499704,0.5665890132621104,-0.07101430219076342,0.0,0.8813005602091715,0.0,True,1,0.13660537969115963,0.06837380833672449,0.0,0.0,0.0
76,-0.0,100.0,False,NORMAL,False,[],True,False,-1.334862920904791,-1.1875504592200365,-1.170716269458516,0.0,-1.7964336259488372,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
77,0.07480477680361758,92.51952231963824,False,NORMAL,False,[],True,False,-1.2242315642715014,0.6220040930710148,-0.3243985083124891,0.0,-0.48951898642758196,0.0,True,1,0.07480477680361758,0.07480477680361758,0.0,0.0,0.0
78,0.06297539831409833,93.70246016859016,False,NORMAL,False,[],True,False,-1.1452538103985246,0.4903843401298445,-0.31717479113536867,0.0,0.3902744477220192,0.0,True,1,0.06297539831409833,0.05945712376749794,0.0,0.0,0.0
79,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3915802965876491,-1.1509205823221267,-1.4405317998755358,0.0,-1.1600827894725805,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
80,0.10542055653931948,89.45794434606805,False,NORMAL,False,[],True,False,-1.2509372626206867,0.8912125337397012,-0.8094747065443471,0.0,-0.4513363241340414,0.0,True,1,0.10542055653931948,0.10542055653931948,0.0,0.0,0.0
81,-0.0,100.0,False,NORMAL,False,[],True,False,-1.5248877701289691,-1.365368033048806,-0.6170029565343816,0.0,-0.5049005357172333,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
82,0.15633061274971238,84.36693872502876,False,NORMAL,False,[],True,False,-1.5049099619857076,0.33574355307857284,0.9853878248620482,0.0,1.0199674943785753,0.0,True,1,0.15633061274971238,0.04109948153444353,0.15145427296358444,0.0,0.0
83,0.14114280799257078,85.88571920074293,False,NORMAL,False,[],True,False,-1.5305429702829048,-0.07799829802110793,0.7818379883413414,0.0,0.9129157196222473,0.0,True,1,0.14114280799257078,0.0,0.12217351607798442,0.0,0.0
84,-0.0,100.0,False,NORMAL,False,[],True,False,-1.693128101678973,-1.0726791084011573,-0.07007263026933276,0.0,-0.35374175870981683,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
85,0.22628491522822766,77.37150847717723,False,NORMAL,False,['loss_level_or_jump'],True,False,-1.1988001399194106,2.0524126455250227,-0.15290949090959535,0.0,0.21496711889305678,0.0,True,1,0.22628491522822766,0.22628491522822766,0.0,0.0,0.0
86,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3397985808636879,-1.249425034842327,-0.2990674205328532,0.0,-0.8719780417887641,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
87,0.06655173258751802,93.3448267412482,False,NORMAL,False,[],True,False,-1.240122483632632,0.5509578832982271,-0.5870470763454109,0.0,-0.4331357929005549,0.0,True,1,0.06655173258751802,0.06655173258751802,0.0,0.0,0.0
88,0.06382211662691635,93.61778833730835,False,NORMAL,False,[],True,False,-1.1457900473127802,0.5275981937783855,-1.4459549421625018,0.0,-1.3205409058808266,0.0,True,1,0.06382211662691635,0.06382211662691635,0.0,0.0,0.0
89,-0.0,100.0,False,NORMAL,False,[],True,False,-1.1268558860234688,-0.13717470485668695,-0.9600976615270741,0.0,-1.209408956082832,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
90,0.026865722619093688,97.31342773809062,False,NORMAL,False,[],True,False,-1.023801157971204,0.2178656227440932,-1.2861839058332614,0.0,-1.2198079350286823,0.0,True,1,0.026865722619093688,0.02686572261909369,0.0,0.0,0.0
91,-0.0,100.0,False,NORMAL,False,[],True,False,-1.221949659491299,-1.1912603395029615,-1.786621159412116,0.0,-1.670076094138127,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
92,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3282311971741145,-0.5194358689758573,-0.4990522843575894,0.0,-0.5691635939473709,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
93,0.04460716865215067,95.53928313478494,False,NORMAL,False,[],True,False,-1.288975478521347,0.3650614508297992,-0.1609313391794934,0.0,-0.08205452956919491,0.0,True,1,0.04460716865215067,0.04460716865215067,0.0,0.0,0.0
94,-0.0,100.0,False,NORMAL,False,[],True,False,-1.6518979617807803,-2.3966291857197675,-1.9177934272636363,0.0,-1.6885890344862826,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
95,0.030598914854940644,96.94010851450594,False,NORMAL,False,[],True,False,-1.5914336736919044,0.2486146893826373,-1.0677186343027303,0.0,-0.524874070884388,0.0,True,1,0.030598914854940644,0.030598914854940644,0.0,0.0,0.0
96,0.023410230967529727,97.65897690324704,False,NORMAL,False,[],True,False,-1.5037829352163574,0.07247049430842281,0.14213162110751912,0.0,-0.1358168385923523,0.0,True,1,0.023410230967529727,0.009017904370435316,0.023410230967529727,0.0,0.0
97,0.12829690758542303,87.1703092414577,False,NORMAL,False,[],True,False,-1.4541065065293388,0.3137875771783699,0.5710272213904989,0.0,0.8238384204204838,0.0,True,1,0.12829690758542303,0.03846416729834383,0.09078274009373942,0.0,0.0
98,0.2210982251285099,77.89017748714902,False,NORMAL,False,[],True,False,-1.0963649033762013,1.9989626589521934,0.6912338526363228,0.0,0.3032172439218863,0.0,True,1,0.2210982251285099,0.22109822512850993,0.10881713965821162,0.0,0.0
99,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3993984873634857,-2.036302071024454,-0.022949725747841494,0.0,-0.052323818534629266,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
100,0.07306965798811242,92.69303420118877,False,NORMAL,False,[],True,False,-1.3552674808049403,0.6070148776035211,-0.8996544977688602,0.0,-0.7613062798425113,0.0,True,1,0.07306965798811242,0.07306965798811242,0.0,0.0,0.0
101,0.2522110966559659,74.77889033440341,False,NORMAL,False,['loss_level_or_jump'],True,False,-0.983112901181702,2.3250764449475843,-1.3382953106870337,0.0,-0.5100077426552377,0.0,True,1,0.2522110966559659,0.2522110966559659,0.0,0.0,0.0
102,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3794512390350755,-2.634012715147688,-0.4571904133807738,0.0,-0.11764740420876786,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
103,0.16605630712095718,83.39436928790428,False,NORMAL,False,[],True,False,-1.187496986509466,1.4527151474889664,-0.13534549036289656,0.0,-0.027448415846261943,0.0,True,1,0.16605630712095718,0.16605630712095718,0.0,0.0,0.0
104,0.13441878295101864,86.55812170489814,False,NORMAL,False,[],True,False,-1.615818720214422,-2.44555787031634,0.6665142341189865,0.0,0.8661244228081689,0.0,True,1,0.13441878295101864,0.0,0.1051379491240428,0.0,0.0
105,0.1249689602914405,87.50310397085595,False,NORMAL,False,[],True,False,-1.3549506341663529,0.8192712350894669,0.8009755158064138,0.0,0.09433953011133954,0.0,True,1,0.1249689602914405,0.09733962559140932,0.1249689602914405,0.0,0.0
106,0.01060455750973131,98.93954424902687,False,NORMAL,False,[],True,False,-1.4725771337096218,-1.1799438924784362,-0.09183037583287687,0.0,0.06396711921624307,0.0,True,1,0.01060455750973131,0.0,0.0,0.0,0.0
107,0.079347649590215,92.0652350409785,False,NORMAL,False,[],True,False,-1.264433825746706,0.6613822694613187,-1.2528948804107132,0.0,-0.18814984295465806,0.0,True,1,0.079347649590215,0.079347649590215,0.0,0.0,0.0
108,0.14407506430332395,85.59249356966761,False,NORMAL,False,[],True,False,-1.0394657290573892,1.244580789029549,-0.9613145713231674,0.0,-0.583958786184814,0.0,True,1,0.14407506430332395,0.14407506430332395,0.0,0.0,0.0
109,-0.0,100.0,False,NORMAL,False,[],True,False,-1.640395842095122,-3.34855484042851,-0.4522530859883729,0.0,-0.19430287898506107,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
110,0.2555938817057547,74.44061182942453,False,NORMAL,False,['loss_level_or_jump'],True,False,-1.170543731086085,2.3613482812233246,-0.4998454093005628,0.0,-0.15082540042067788,0.0,True,1,0.2555938817057547,0.2555938817057547,0.0,0.0,0.0
111,-0.0,100.0,False,NORMAL,False,[],True,False,-1.226622864882564,-0.46455946663355546,-0.7599543293918267,0.0,-0.32677564669874865,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
112,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3365158789016298,-1.223172465412575,-0.27790393909897454,0.0,-0.9787971711150254,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
113,-0.0,100.0,False,NORMAL,False,[],True,False,-1.361691206361453,-1.246586499445955,-0.6435706022389621,0.0,-1.1642132304066481,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
114,0.1267603978802618,87.32396021197381,False,NORMAL,False,[],True,False,-1.0434268465492014,1.084362419776204,-0.8665202870506608,0.0,-0.65172344100485,0.0,True,1,0.1267603978802618,0.1267603978802618,0.0,0.0,0.0
115,-0.0,100.0,False,NORMAL,False,[],True,False,-1.2308126146259593,-0.5435324179015018,-0.27604384675944604,0.0,-0.43647729247208444,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
116,0.060402617155264834,93.95973828447352,False,NORMAL,False,[],True,False,-1.0993223843701567,0.49843049275408563,-0.5732133659821417,0.0,0.014654290170004577,0.0,True,1,0.060402617155264834,0.060402617155264834,0.0,0.0,0.0
117,-0.0,100.0,False,NORMAL,False,[],True,False,-1.1824635140767987,-0.30850322761697385,-0.24179764728467018,0.0,-0.26260819860724444,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
118,0.1568596654266672,84.31403345733328,False,NORMAL,False,[],True,False,-0.865489090771856,1.3649749152315718,-0.09260451319656585,0.0,-0.7496904615250617,0.0,True,1,0.1568596654266672,0.1568596654266672,0.0,0.0,0.0
119,-0.0,100.0,False,NORMAL,False,[],True,False,-1.3028934639090384,-1.5297586244400219,-1.0681989405409935,0.0,-1.4243339505808643,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
120,-0.0,100.0,False,NORMAL,False,[],True,False,-1.5124397347600431,-0.6791864678391896,-0.9028487515549954,0.0,-1.873833835904353,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
121,0.10789340990429118,89.21065900957088,False,NORMAL,False,[],True,False,-1.2907291026063064,0.8256005262696552,0.6850179475090138,0.0,0.5818106537610481,0.0,True,1,0.10789340990429118,0.09805349320522973,0.10789340990429118,0.0,0.0
122,-0.0,100.0,False,NORMAL,False,[],True,False,-1.2665481655209783,-0.05747360042560311,-0.8280176017896229,0.0,-0.814537874839344,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
123,0.0954104309686457,90.45895690313543,False,NORMAL,False,[],True,False,-0.9824709471003502,0.8021916242693568,-2.162296884665806,0.0,-2.1696652498685567,0.0,True,1,0.0954104309686457,0.0954104309686457,0.0,0.0,0.0
124,0.0432776483624877,95.67223516375122,False,NORMAL,False,[],True,False,-1.0739294744912862,-0.4968012518056631,-2.3771858502943988,0.0,-1.7885625009065795,0.1327261599118803,True,1,0.0432776483624877,0.0,0.0,0.0,0.0
125,0.016247226444051077,98.37527735559489,False,NORMAL,False,[],True,False,-1.1818210839847803,-0.5540305554209748,-0.8860033309246546,0.0,-0.3616719005385809,0.04914197965132594,True,1,0.016247226444051077,0.0,0.0,0.0,0.0
126,0.1146750837782464,88.53249162217536,False,NORMAL,False,[],True,False,-0.914115391621342,0.9744045150301002,-0.3657481836751801,0.0,-0.45017410494702353,0.0,True,1,0.1146750837782464,0.1146750837782464,0.0,0.0,0.0
127,0.009205735231286183,99.07942647687138,False,NORMAL,False,[],True,False,-1.5105259876191228,-2.1837960263213567,-0.3218553893199891,0.0,-1.2763012809822845,0.027745109607111962,True,1,0.009205735231286183,0.0,0.0,0.0,0.0
128,0.18585427023156592,81.4145729768434,False,NORMAL,False,[],True,False,-1.3615203064458161,0.40370403593321963,0.902491323452073,0.0,1.2336953988231658,0.1970029253550818,True,1,0.18585427023156592,0.04921089705212734,0.13964933304986138,0.0,0.0
129,0.037559409517031905,96.2440590482968,False,NORMAL,False,[],True,False,-1.396450969052951,-0.2995290599606038,-2.1936762313735194,0.0,-1.8729200406352404,0.1148488166962578,True,1,0.037559409517031905,0.0,0.0,0.0,0.0
130,0.040943762039728486,95.90562379602716,False,NORMAL,False,[],True,False,-1.1983340974533891,0.3344445081900122,-0.5048894410532274,0.0,-0.31564979328478326,0.09361341884478969,True,1,0.040943762039728486,0.040943762039728486,0.0,0.0,0.0
131,0.2431105056346186,75.68894943653814,False,NORMAL,False,['measured_update_ratio_rise'],True,False,-1.4542769708465952,-0.8534614803406892,1.1360285479249101,0.0,1.6712280874910133,0.18250275779708502,True,1,0.2431105056346186,0.0,0.1724933134336266,0.0,0.0
132,0.16957567419805408,83.04243258019459,False,NORMAL,False,[],True,False,-1.0021858724183796,1.486547783376705,-0.7235387927748194,0.0,-1.2329974171573919,0.0,True,1,0.16957567419805408,0.16957567419805408,0.0,0.0,0.0
133,0.03778187303337506,96.2218126966625,False,NORMAL,False,[],True,False,-1.2642282694490694,-0.7522725962020296,-0.7046639204558294,0.0,0.23108466486142132,0.0,True,1,0.03778187303337506,0.0,0.0,0.0,0.0
134,-0.0,100.0,False,NORMAL,False,[],True,False,-1.6262601680585551,-1.055501006133599,-1.016425660493858,0.0,-1.4857350175545048,0.0,True,1,-0.0,0.0,0.0,0.0,0.0
135,0.03250730939169667,96.74926906083033,False,NORMAL,False,[],True,False,-1.541558953429139,0.2643792722684564,-1.2469114168618032,0.0,-0.943094070586709,0.04171504776860413,True,1,0.03250730939169667,0.03250730939169667,0.0,0.0,0.0
136,0.10934597713870982,89.06540228612901,False,NORMAL,False,[],True,False,-1.2323186035989389,0.926393831869944,-0.7961560659014845,0.0,-1.8813437488838871,0.0,True,1,0.10934597713870982,0.10934597713870982,0.0,0.0,0.0
137,0.1694014376551704,83.05985623448295,False,NORMAL,False,[],True,False,-1.1519188756708518,0.3175884728905134,1.1136520719025103,0.0,0.7292924285999518,0.0,True,1,0.1694014376551704,0.03892089596907295,0.1694014376551704,0.0,0.0
138,0.4257692660682545,57.42307339317455,False,NORMAL,False,"['measured_update_ratio_rise', 'gradient_norm_rise']",True,False,-0.8563936925108301,0.7173919137051402,2.1551978866166435,0.0,3.328343927653368,0.19729757219019262,True,1,0.4257692660682545,0.08577081473096043,0.3017650636125019,0.0,0.0
139,0.06533849505049934,93.46615049495006,False,NORMAL,False,[],True,False,-0.5735698870577313,0.5197026791384969,0.4054250521976847,0.0,0.33560374845459295,0.07102609302018537,True,1,0.06533849505049934,0.06289770976224134,0.06533849505049934,0.0,0.0
140,0.36948901463809236,63.051098536190764,False,NORMAL,False,"['measured_update_ratio_rise', 'gradient_norm_rise']",True,False,-1.3073700828302957,-2.081369777524366,2.0548619605233434,0.0,2.767348202847195,0.2295032741923182,True,1,0.36948901463809236,0.0,0.28999054591344176,0.0,0.0
141,0.13140739994071832,86.85926000592816,False,NORMAL,False,[],True,False,-1.6835994850932712,-1.1517887184774607,0.5749999051927128,0.0,0.8452864698363172,0.1638966036130829,True,1,0.13140739994071832,0.0,0.0913845462864647,0.0,0.0
142,0.27971125396204466,72.02887460379553,False,NORMAL,False,"['measured_update_ratio_rise', 'gradient_norm_rise']",True,False,-1.9992424251774579,-0.8893586744784691,1.7418191095522897,0.0,1.9686186672103108,0.12849696895982365,True,1,0.27971125396204466,0.0,0.2519632602682074,0.0,0.0
