step,loss,grad_norm,learning_rate,update_norm,param_norm,run_id
48,2.0563985048710935,1.367871363948579,0.001,0.0013437432330771757,10.0,synthetic-grad_ramp-42
49,2.0442435685209004,1.2988325620448569,0.001,0.0012862094494081324,10.0,synthetic-grad_ramp-42
50,2.0445902706805676,1.3401022248204901,0.001,0.0013607592903546154,10.0,synthetic-grad_ramp-42
51,2.046754892180364,1.3314380420924818,0.001,0.001327241686486821,10.0,synthetic-grad_ramp-42
52,2.012468788230576,1.276696353199679,0.001,0.0012616475460535065,10.0,synthetic-grad_ramp-42
53,2.0265800575029957,1.488468572805864,0.001,0.0015554474064551924,10.0,synthetic-grad_ramp-42
54,2.021376955548417,1.5474714338058553,0.001,0.00154217841036896,10.0,synthetic-grad_ramp-42
55,2.01591519262704,1.513135250635539,0.001,0.0016212079117779276,10.0,synthetic-grad_ramp-42
56,2.018445412991053,1.340253128569363,0.001,0.0013439066393960636,10.0,synthetic-grad_ramp-42
57,2.042079200373405,1.415843621610471,0.001,0.0014937430803479645,10.0,synthetic-grad_ramp-42
58,2.0037584716355332,1.4258113190726227,0.001,0.00144117763449543,10.0,synthetic-grad_ramp-42
59,2.0283692713283368,1.4134253036711153,0.001,0.0014548530064255223,10.0,synthetic-grad_ramp-42
60,1.9857094833658886,1.4725763622709522,0.001,0.0014409104382406537,10.0,synthetic-grad_ramp-42
61,2.003044941100328,1.4437393486222474,0.001,0.0014072307146764153,10.0,synthetic-grad_ramp-42
62,2.007633428270575,1.4415667507366607,0.001,0.0014615853782784178,10.0,synthetic-grad_ramp-42
63,2.0111175886639154,1.4321740634254023,0.001,0.0014752835536766388,10.0,synthetic-grad_ramp-42
64,2.010132956034318,1.4053423940230043,0.001,0.001407040644367758,10.0,synthetic-grad_ramp-42
65,2.0085132284092184,1.2417001198458184,0.001,0.0011946935451305556,10.0,synthetic-grad_ramp-42
66,1.9885387419633107,1.3172049948226938,0.001,0.0012645348063429556,10.0,synthetic-grad_ramp-42
67,1.9839990517334505,1.2977683575919934,0.001,0.0012433782237978954,10.0,synthetic-grad_ramp-42
68,2.000976766683986,1.240241317907459,0.001,0.0011761863625886775,10.0,synthetic-grad_ramp-42
69,1.9824184296197427,1.4361877052579874,0.001,0.0014409127066014452,10.0,synthetic-grad_ramp-42
70,1.9633416088435092,1.5152671679505572,0.001,0.0015672822831361505,10.0,synthetic-grad_ramp-42
71,1.9626745249092152,1.5123717469318771,0.001,0.00151176317969298,10.0,synthetic-grad_ramp-42
72,1.963086975597786,1.4218443616066985,0.001,0.0013286221560178185,10.0,synthetic-grad_ramp-42
73,1.9815490723430735,1.4773724253318579,0.001,0.0014689418443451184,10.0,synthetic-grad_ramp-42
74,1.9734489002918538,1.3905770891047908,0.001,0.0013838021103226637,10.0,synthetic-grad_ramp-42
75,1.9788985767174836,1.37531890433281,0.001,0.0014645757310652644,10.0,synthetic-grad_ramp-42
76,1.9593691953320318,1.27531959772058,0.001,0.0012207710590113445,10.0,synthetic-grad_ramp-42
77,1.965400652921125,1.347726688178732,0.001,0.0013320230946293932,10.0,synthetic-grad_ramp-42
78,1.9696588474063597,1.3483779520397905,0.001,0.0014191781457452057,10.0,synthetic-grad_ramp-42
79,1.9528950663277764,1.2507875657316523,0.001,0.0012677868667657988,10.0,synthetic-grad_ramp-42
80,1.9616549825333924,1.3047061553298878,0.001,0.0013269422554531521,10.0,synthetic-grad_ramp-42
81,1.942150348718879,1.321609295665341,0.001,0.0013261601888202204,10.0,synthetic-grad_ramp-42
82,1.943917086081948,1.4714922015116891,0.001,0.001486129806068027,10.0,synthetic-grad_ramp-42
83,1.94092823122244,1.4533384269108645,0.001,0.0014876408742778215,10.0,synthetic-grad_ramp-42
84,1.9260158385960284,1.3780063142743586,0.001,0.0013449450607804898,10.0,synthetic-grad_ramp-42
85,1.9485648598866514,1.3698957370021005,0.001,0.0014064606761956826,10.0,synthetic-grad_ramp-42
86,1.9315337607293854,1.3513301656042853,0.001,0.001296799524414644,10.0,synthetic-grad_ramp-42
87,1.9360843926111804,1.326302009435865,0.001,0.0013394320284868069,10.0,synthetic-grad_ramp-42
88,1.9404380056922435,1.2550202378143944,0.001,0.0012617680190070554,10.0,synthetic-grad_ramp-42
89,1.9372622166106828,1.2952662606026228,0.001,0.0012715383771631707,10.0,synthetic-grad_ramp-42
90,1.9378900652144204,1.2670746095919112,0.001,0.0012662125848629054,10.0,synthetic-grad_ramp-42
91,1.923784620696638,1.2225659080840838,0.001,0.0011999449117640522,10.0,synthetic-grad_ramp-42
92,1.9162725958315978,1.329756987303294,0.001,0.0012876838885557968,10.0,synthetic-grad_ramp-42
93,1.9187939965105067,1.3600072150715734,0.001,0.0013456559141365378,10.0,synthetic-grad_ramp-42
94,1.8920549624522531,1.2156157822155178,0.001,0.0011760144137382559,10.0,synthetic-grad_ramp-42
95,1.893040989861598,1.2803905851448067,0.001,0.0012928500209081829,10.0,synthetic-grad_ramp-42
96,1.892297348082004,1.3861412719804154,0.001,0.0013391314853767392,10.0,synthetic-grad_ramp-42
97,1.894576751200941,1.4297090135403256,0.001,0.00146057507801913,10.0,synthetic-grad_ramp-42
98,1.912937103147722,1.4421636034442815,0.001,0.0013919423089235685,10.0,synthetic-grad_ramp-42
99,1.8907707436492482,1.3696815354164456,0.001,0.001346608769520141,10.0,synthetic-grad_ramp-42
100,1.8961003133797523,1.2809367744711706,0.001,0.0012571579311762662,10.0,synthetic-grad_ramp-42
101,1.918688359783054,1.234542193107352,0.001,0.0012846092793936206,10.0,synthetic-grad_ramp-42
102,1.89129049978889,1.3178810435235109,0.001,0.0013310044397833037,10.0,synthetic-grad_ramp-42
103,1.90513903639032,1.3505025793363974,0.001,0.0013419513554417093,10.0,synthetic-grad_ramp-42
104,1.8775211797586968,1.4314084942966023,0.001,0.0014529856432779571,10.0,synthetic-grad_ramp-42
105,1.885900301450047,1.4454201628512926,0.001,0.0013568750235661295,10.0,synthetic-grad_ramp-42
106,1.8721952108533708,1.3548898867498447,0.001,0.0013531377826808881,10.0,synthetic-grad_ramp-42
107,1.878830958692548,1.2455860802986678,0.001,0.0013225101924960276,10.0,synthetic-grad_ramp-42
108,1.893999205696382,1.2721773460835029,0.001,0.0012772384335118661,10.0,synthetic-grad_ramp-42
109,1.8529701011528208,1.3195692971851114,0.001,0.0013222605217853617,10.0,synthetic-grad_ramp-42
110,1.8828887605548166,1.3056860942663342,0.001,0.0013273341028796927,10.0,synthetic-grad_ramp-42
111,1.8774380924028586,1.27384741311088,0.001,0.0013085372854008534,10.0,synthetic-grad_ramp-42
112,1.862466595152977,1.321515639192834,0.001,0.0012446511484824653,10.0,synthetic-grad_ramp-42
113,1.8472018760946858,1.2836359353044668,0.001,0.00122045877254287,10.0,synthetic-grad_ramp-42
114,1.86749567895512,1.261596218690993,0.001,0.0012695804583806544,10.0,synthetic-grad_ramp-42
115,1.8559994109023605,1.3200586901295854,0.001,0.0012920497372879175,10.0,synthetic-grad_ramp-42
116,1.8649670624984764,1.289143610499597,0.001,0.0013408971273247904,10.0,synthetic-grad_ramp-42
117,1.8593468517702771,1.3243298942818558,0.001,0.0013118670606280735,10.0,synthetic-grad_ramp-42
118,1.8805949156218478,1.3385942001176347,0.001,0.0012631189719153506,10.0,synthetic-grad_ramp-42
119,1.8505340529030363,1.2427954301855588,0.001,0.0011964068867611492,10.0,synthetic-grad_ramp-42
120,1.8363350524376225,1.255159392558,0.001,0.0011557763584117613,10.0,synthetic-grad_ramp-42
121,1.8519467294189853,1.3992868068969262,0.001,0.0013894929786754612,10.0,synthetic-grad_ramp-42
122,1.8501345579416835,1.259488186503009,0.001,0.0012523902350316894,10.0,synthetic-grad_ramp-42
123,1.8648063470384557,1.151486908735123,0.001,0.001136916973916354,10.0,synthetic-grad_ramp-42
124,1.8545360210435167,1.1313157860738718,0.001,0.0011685313909480764,10.0,synthetic-grad_ramp-42
125,1.8449601107373992,1.2471858413876131,0.001,0.0012928450841980428,10.0,synthetic-grad_ramp-42
126,1.8591611346535306,1.2902147870308653,0.001,0.0012836364844530422,10.0,synthetic-grad_ramp-42
127,1.8169915262904615,1.2946022313815415,0.001,0.0012142938090684704,10.0,synthetic-grad_ramp-42
128,1.8228448948201663,1.394217530282751,0.001,0.001420276818368748,10.0,synthetic-grad_ramp-42
129,1.8161675198391651,1.1550984484386697,0.001,0.0011745045321965644,10.0,synthetic-grad_ramp-42
130,1.8218507791166336,1.2799355137182038,0.001,0.001291870856195598,10.0,synthetic-grad_ramp-42
131,1.8046861578767086,1.4141447441435409,0.001,0.0014564024502774747,10.0,synthetic-grad_ramp-42
132,1.8325089756633448,1.2626500581254156,0.001,0.0012192889855611683,10.0,synthetic-grad_ramp-42
133,1.8173003505983454,1.2641336607146307,0.001,0.0013426559384910187,10.0,synthetic-grad_ramp-42
134,1.796230275286082,1.2385901966174435,0.001,0.0012034482310751364,10.0,synthetic-grad_ramp-42
135,1.8007240420765596,1.219870983361419,0.001,0.001247600104641847,10.0,synthetic-grad_ramp-42
136,1.8183324554814222,1.251516561932307,0.001,0.0011897409979288013,10.0,synthetic-grad_ramp-42
137,1.823880307643092,1.3902350765558278,0.001,0.0013519728716200707,10.0,synthetic-grad_ramp-42
138,1.838944656785354,1.4747752693879113,0.001,0.0015434137406538661,10.0,synthetic-grad_ramp-42
139,1.850393518720031,1.3355349722011747,0.001,0.0013251225492121024,10.0,synthetic-grad_ramp-42
140,1.810600196741907,1.4587419162052842,0.001,0.0014959658341658355,10.0,synthetic-grad_ramp-42
141,1.7872460233600531,1.3570813267345239,0.001,0.0013667627288704073,10.0,synthetic-grad_ramp-42
142,1.7678199885378623,1.4538983405008352,0.001,0.0014493275856823046,10.0,synthetic-grad_ramp-42
143,1.8015344712618973,1.345119570596241,0.001,0.0014012972558760293,10.0,synthetic-grad_ramp-42
144,1.7830493098369669,1.3248571787467016,0.001,0.001315484316394097,10.0,synthetic-grad_ramp-42
145,1.7867441860912965,1.334538776303307,0.001,0.001265115728551806,10.0,synthetic-grad_ramp-42
146,1.7815306850014598,1.5613814817092087,0.001,0.0015242062638190163,10.0,synthetic-grad_ramp-42
147,1.7863443204818221,1.4509246736142039,0.001,0.001475116265844009,10.0,synthetic-grad_ramp-42
148,1.8021963704119828,1.2975829427092354,0.001,0.0013130708210619248,10.0,synthetic-grad_ramp-42
149,1.7863192966519224,1.367939855959767,0.001,0.0013051188452498925,10.0,synthetic-grad_ramp-42
150,1.7793473464816862,1.2947193323222776,0.001,0.0012668882085809948,10.0,synthetic-grad_ramp-42
151,1.763961745090074,1.260751042467507,0.001,0.0012389397435852525,10.0,synthetic-grad_ramp-42
152,1.7521523527985732,1.3485305184319303,0.001,0.00133382587022745,10.0,synthetic-grad_ramp-42
153,1.7677603690064565,1.3152333619490626,0.001,0.001262049142815847,10.0,synthetic-grad_ramp-42
154,1.772036967037495,1.3212526661355384,0.001,0.0012965788514422952,10.0,synthetic-grad_ramp-42
155,1.7971576805931793,1.3038625906200263,0.001,0.0012756715784105227,10.0,synthetic-grad_ramp-42
156,1.7703941672339887,1.3206741718666724,0.001,0.0013515990057828642,10.0,synthetic-grad_ramp-42
157,1.7809887325839184,1.3326819076338114,0.001,0.0013654267581643057,10.0,synthetic-grad_ramp-42
158,1.7565720515341923,1.1737003440832,0.001,0.0011685774233383744,10.0,synthetic-grad_ramp-42
159,1.7441074118505904,1.2951181179951428,0.001,0.0012799752066291943,10.0,synthetic-grad_ramp-42
160,1.7452311191935321,1.2239592699546433,0.001,0.0012291079184752153,10.0,synthetic-grad_ramp-42
161,1.7466619836402748,1.1696499766568176,0.001,0.0011413448790799873,10.0,synthetic-grad_ramp-42
162,1.787306108583397,1.2418987524721368,0.001,0.0011998979337577327,10.0,synthetic-grad_ramp-42
163,1.7409031167609517,1.2778253981102692,0.001,0.0012422858240956744,10.0,synthetic-grad_ramp-42
164,1.7636522581286624,1.236257343996454,0.001,0.0012129363429442433,10.0,synthetic-grad_ramp-42
165,1.7353881467526195,1.3285297692660418,0.001,0.0012829584244409863,10.0,synthetic-grad_ramp-42
166,1.760768897703562,1.2085860863913842,0.001,0.0012144762810719866,10.0,synthetic-grad_ramp-42
167,1.7504389113808907,1.2305753741961711,0.001,0.0012578115101718082,10.0,synthetic-grad_ramp-42
168,1.7401905017024977,1.2259516959840409,0.001,0.0011689483378145866,10.0,synthetic-grad_ramp-42
169,1.7398101171091205,1.2607630638647322,0.001,0.0012617138627332672,10.0,synthetic-grad_ramp-42
170,1.7284872686651978,1.2958006896448362,0.001,0.001287279045124787,10.0,synthetic-grad_ramp-42
171,1.7428937232313877,1.2185523998121337,0.001,0.0012311009585250544,10.0,synthetic-grad_ramp-42
172,1.7272774539381224,1.3114498125613425,0.001,0.0013109408549968648,10.0,synthetic-grad_ramp-42
173,1.7136236782959497,1.2971771475009235,0.001,0.0012418255318690907,10.0,synthetic-grad_ramp-42
174,1.7107502353245436,1.1601531750064324,0.001,0.00111703780524487,10.0,synthetic-grad_ramp-42
175,1.7304256104209919,1.111296401369777,0.001,0.0011122777838526703,10.0,synthetic-grad_ramp-42
176,1.7494465947460105,1.218021913054111,0.001,0.0012562003727062017,10.0,synthetic-grad_ramp-42
177,1.7260894589254523,1.2430435900569379,0.001,0.001163156301041664,10.0,synthetic-grad_ramp-42
178,1.7198452763262975,1.2596836536995994,0.001,0.0012728168269098854,10.0,synthetic-grad_ramp-42
179,1.7238534006271982,1.2704610141083588,0.001,0.0013166208576669504,10.0,synthetic-grad_ramp-42
180,1.7371030659862055,1.2917821418748614,0.001,0.0012858654505454445,10.0,synthetic-grad_ramp-42
181,1.7187566659617939,1.3515871351077988,0.001,0.0013740816710972026,10.0,synthetic-grad_ramp-42
182,1.707260749101727,1.2258141080117002,0.001,0.0012002299084337747,10.0,synthetic-grad_ramp-42
183,1.7279835412167464,1.1803242831407417,0.001,0.0011761051173284586,10.0,synthetic-grad_ramp-42
184,1.7157909174071988,1.169524666234431,0.001,0.0011140143161398025,10.0,synthetic-grad_ramp-42
185,1.7303720616689549,1.2574955469766376,0.001,0.0011720938708874235,10.0,synthetic-grad_ramp-42
186,1.7080661634791694,1.3590778828091086,0.001,0.001398065389711195,10.0,synthetic-grad_ramp-42
187,1.684938294275853,1.273182493267597,0.001,0.0012361105766179117,10.0,synthetic-grad_ramp-42
188,1.6807763658656985,1.1101769136368294,0.001,0.0010951086136846957,10.0,synthetic-grad_ramp-42
189,1.7240618218322563,1.1053516515076673,0.001,0.001060319474129982,10.0,synthetic-grad_ramp-42
190,1.7231577462131336,1.1574998144438593,0.001,0.001109559684037318,10.0,synthetic-grad_ramp-42
191,1.6926205220260457,1.1939415909322046,0.001,0.0011877312371056945,10.0,synthetic-grad_ramp-42
192,1.6875817262630288,1.216581269808302,0.001,0.0011902428613157542,10.0,synthetic-grad_ramp-42
193,1.7132730861552836,1.2547354256739665,0.001,0.0012690440038080045,10.0,synthetic-grad_ramp-42
194,1.6727732659214951,1.2438199892601907,0.001,0.0012608214251169836,10.0,synthetic-grad_ramp-42
195,1.67399120283541,1.3360424853621269,0.001,0.0013489646393877596,10.0,synthetic-grad_ramp-42
196,1.6951007785389136,1.2455463446300534,0.001,0.0012544939804093028,10.0,synthetic-grad_ramp-42
197,1.6775761637956812,1.202621085062494,0.001,0.0012609135002991038,10.0,synthetic-grad_ramp-42
198,1.6814683562145514,1.2785396631205692,0.001,0.0012382396394552198,10.0,synthetic-grad_ramp-42
199,1.677149047952204,1.1689081176725407,0.001,0.0011669832898791265,10.0,synthetic-grad_ramp-42
200,1.682725364641295,1.2589922855103028,0.001,0.0013025088929008103,10.0,synthetic-grad_ramp-42
201,1.696840561244643,1.2715404695955284,0.001,0.0013207045284462453,10.0,synthetic-grad_ramp-42
202,1.6751592099975023,1.2581929370228428,0.001,0.001205655744339534,10.0,synthetic-grad_ramp-42
203,1.6815371217776351,1.3787455567391105,0.001,0.0013658861411444017,10.0,synthetic-grad_ramp-42
204,1.639208546569947,1.2602983736471827,0.001,0.0013127079358997435,10.0,synthetic-grad_ramp-42
205,1.6673189093375447,1.415063869259456,0.001,0.001436798020022792,10.0,synthetic-grad_ramp-42
206,1.6534952420637168,1.299171092039112,0.001,0.0013068038286573823,10.0,synthetic-grad_ramp-42
207,1.645960948874791,1.1897111626127654,0.001,0.0011819670195652105,10.0,synthetic-grad_ramp-42
208,1.6491757303369574,1.2419901857888382,0.001,0.0012277718883137157,10.0,synthetic-grad_ramp-42
209,1.6554464422163762,1.1834769020244602,0.001,0.0011937542881895677,10.0,synthetic-grad_ramp-42
210,1.672312501448172,1.1842889476361562,0.001,0.0011753562892778996,10.0,synthetic-grad_ramp-42
211,1.636799118150325,1.2614929650373246,0.001,0.0012598826148263985,10.0,synthetic-grad_ramp-42
212,1.6552808876881513,1.300631724339811,0.001,0.0013037021820471737,10.0,synthetic-grad_ramp-42
213,1.645690625666626,1.2318271492192863,0.001,0.0012070222890777642,10.0,synthetic-grad_ramp-42
214,1.6461751528521562,1.3201339300121189,0.001,0.0013413775050644537,10.0,synthetic-grad_ramp-42
215,1.6642740137741698,1.36486095219113,0.001,0.0014895586922268847,10.0,synthetic-grad_ramp-42
216,1.655452074938618,1.4018321023356224,0.001,0.0013290580077392879,10.0,synthetic-grad_ramp-42
217,1.6655942967252504,1.34579945562935,0.001,0.001358944917901001,10.0,synthetic-grad_ramp-42
218,1.6413739913182928,1.3886260585068042,0.001,0.0013573158482107813,10.0,synthetic-grad_ramp-42
219,1.6314159433541018,1.1741916091892814,0.001,0.0011947082292725919,10.0,synthetic-grad_ramp-42
220,1.6366659459349668,1.2063092349094728,0.001,0.0012079952934156129,10.0,synthetic-grad_ramp-42
221,1.6418352504041205,1.1812156725290766,0.001,0.0012085240024630097,10.0,synthetic-grad_ramp-42
222,1.6390255790402273,1.2375875334121442,0.001,0.0012820099814682719,10.0,synthetic-grad_ramp-42
223,1.6182955326259358,1.2107363619138434,0.001,0.0012177457109734764,10.0,synthetic-grad_ramp-42
224,1.6341082555760762,1.2282345954327103,0.001,0.0012706637716261844,10.0,synthetic-grad_ramp-42
225,1.6343690542630191,1.3812572977080264,0.001,0.0012874522079974824,10.0,synthetic-grad_ramp-42
226,1.6669076109132916,1.2852740006378582,0.001,0.0013480855766310376,10.0,synthetic-grad_ramp-42
227,1.655503176443984,1.2938133954354816,0.001,0.0013084534178399113,10.0,synthetic-grad_ramp-42
228,1.6127619851729675,1.2512153978819567,0.001,0.0012923350493931384,10.0,synthetic-grad_ramp-42
229,1.6194651197856094,1.2574356496509227,0.001,0.001212250047391665,10.0,synthetic-grad_ramp-42
230,1.600044567010173,1.2544719564826894,0.001,0.0012235930285508768,10.0,synthetic-grad_ramp-42
231,1.6113609961805868,1.2839664623715887,0.001,0.001289600182262362,10.0,synthetic-grad_ramp-42
232,1.62318614383313,1.3461662193040453,0.001,0.0013454783201920263,10.0,synthetic-grad_ramp-42
233,1.6347753890735852,1.4050487127221811,0.001,0.0014170312736670027,10.0,synthetic-grad_ramp-42
234,1.6039918773628847,1.3247422965949354,0.001,0.0013685522129869797,10.0,synthetic-grad_ramp-42
235,1.6033615083217234,1.3175250677695352,0.001,0.0012495686585007257,10.0,synthetic-grad_ramp-42
236,1.579214944973399,1.1946590258734235,0.001,0.001230075294833296,10.0,synthetic-grad_ramp-42
237,1.6072398583300547,1.223606943792299,0.001,0.0012239109956386565,10.0,synthetic-grad_ramp-42
238,1.5920041746608138,1.305352579075302,0.001,0.001297396707449347,10.0,synthetic-grad_ramp-42
239,1.5982643059107726,1.3294452763902778,0.001,0.0012720481433877353,10.0,synthetic-grad_ramp-42
240,1.591323440754242,1.2903520983594912,0.001,0.0013099730777251682,10.0,synthetic-grad_ramp-42
241,1.6013378037226529,1.3248833726618405,0.001,0.0012323232382408134,10.0,synthetic-grad_ramp-42
242,1.5746661262015085,1.308067830006677,0.001,0.00133376121181243,10.0,synthetic-grad_ramp-42
243,1.5773115898138457,1.353709291701889,0.001,0.0012944491955513154,10.0,synthetic-grad_ramp-42
244,1.629546083987181,1.3027718216515545,0.001,0.0013048628017609425,10.0,synthetic-grad_ramp-42
245,1.576591025830581,1.2402787532743067,0.001,0.0012358525925852096,10.0,synthetic-grad_ramp-42
246,1.577750432628214,1.266060472923773,0.001,0.0013112701320302294,10.0,synthetic-grad_ramp-42
247,1.6200606216188322,1.0652419728761113,0.001,0.0010595479160557897,10.0,synthetic-grad_ramp-42
248,1.6343924654160613,1.2029067580016666,0.001,0.0011781162555227567,10.0,synthetic-grad_ramp-42
249,1.5715573206232916,1.0053180180711832,0.001,0.000990154632573756,10.0,synthetic-grad_ramp-42
250,1.5819262571165233,1.0492959283270733,0.001,0.0010901397269264168,10.0,synthetic-grad_ramp-42
251,1.59089729165852,1.2002011601015208,0.001,0.0012196672617049101,10.0,synthetic-grad_ramp-42
252,1.6100331718180498,1.259459241189392,0.001,0.0012449726424470225,10.0,synthetic-grad_ramp-42
253,1.567633367921704,1.1701124188558354,0.001,0.0011618417204187022,10.0,synthetic-grad_ramp-42
254,1.5770953279398132,1.1686645762149106,0.001,0.001114991070502868,10.0,synthetic-grad_ramp-42
255,1.5907775718202044,1.309600290922293,0.001,0.0013249519508168922,10.0,synthetic-grad_ramp-42
256,1.5839867393396894,1.2303765856872182,0.001,0.001167104410576163,10.0,synthetic-grad_ramp-42
257,1.5701753612028837,1.398235413521223,0.001,0.0014301293814061448,10.0,synthetic-grad_ramp-42
258,1.572167512408109,1.292083486451543,0.001,0.0012970788129259897,10.0,synthetic-grad_ramp-42
259,1.5519132614996913,1.2852062455199604,0.001,0.001380613218643111,10.0,synthetic-grad_ramp-42
260,1.5673306079871607,1.3706535699967832,0.001,0.0013261547878426715,10.0,synthetic-grad_ramp-42
261,1.5652785777557574,1.29155344296294,0.001,0.0012875817549150518,10.0,synthetic-grad_ramp-42
262,1.5711327615504365,1.1882203436654557,0.001,0.0012540838540528866,10.0,synthetic-grad_ramp-42
263,1.5577007619063519,1.211810948707602,0.001,0.0012559064487274816,10.0,synthetic-grad_ramp-42
264,1.5714888256710842,1.2248579844988503,0.001,0.0011995404735038848,10.0,synthetic-grad_ramp-42
265,1.5779961702231013,1.142504898458576,0.001,0.0011502072621807754,10.0,synthetic-grad_ramp-42
266,1.563531152326918,1.1848369952433284,0.001,0.0011849080647181234,10.0,synthetic-grad_ramp-42
267,1.5648749192192248,1.1680576088152634,0.001,0.0011779797345667059,10.0,synthetic-grad_ramp-42
268,1.5587993321429754,1.2734934450415036,0.001,0.0012470782996518344,10.0,synthetic-grad_ramp-42
269,1.556411251783231,1.2496072442161619,0.001,0.001246263263834047,10.0,synthetic-grad_ramp-42
270,1.543999141466693,1.219570866177594,0.001,0.0011624821186724133,10.0,synthetic-grad_ramp-42
